Subproducto,Producto,Valor Vivienda,AFORO,Plazo,Ingresos Requeridos,Tasa de Interes,Tipo de Tasa,CAT sin IVA,Pago,Frecuencia de Pago
194,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$50000000,70%,15 años,"$8,723.02",9.65%,Fija,13.7%,"$4,404.53",Mensual
195,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$60000000,70%,15 años,"$10,328.04",9.65%,Fija,13.4%,"$5,215.63",Mensual
196,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$70000000,70%,15 años,"$10,328.04",9.65%,Fija,13.4%,"$5,215.63",Mensual
197,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$80000000,70%,15 años,"$13,538.04",9.65%,Fija,13%,"$6,837.84",Mensual
198,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$90000000,70%,15 años,"$15,143.04",9.65%,Fija,12.9%,"$7,648.94",Mensual
199,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$100000000,70%,15 años,"$15,143.04",9.65%,Fija,12.9%,"$7,648.94",Mensual
200,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$110000000,70%,15 años,"$18,353.04",9.65%,Fija,12.7%,"$9,271.15",Mensual
201,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$120000000,70%,15 años,"$19,958.04",9.65%,Fija,12.7%,"$10,082.25",Mensual
202,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$130000000,70%,15 años,"$21,563.06",9.65%,Fija,12.6%,"$10,893.37",Mensual
203,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$140000000,70%,15 años,,9.65%,Fija,12.6%,"$11,704.47",Mensual
204,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$150000000,70%,15 años,"$24,773.06",9.65%,Fija,12.5%,"$12,515.57",Mensual
205,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$40000000,70%,20 años,"$6,492.40",9.65%,Fija,13.8%,"$3,283.45",Mensual
206,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$50000000,70%,20 años,"$7,941.02",9.65%,Fija,13.4%,"$4,017.07",Mensual
207,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$60000000,70%,20 años,"$9,389.62",9.65%,Fija,13.2%,"$4,750.68",Mensual
208,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$70000000,70%,20 años,"$10,838.22",9.65%,Fija,13%,"$5,484.30",Mensual
209,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$80000000,70%,20 años,"$12,286.82",9.65%,Fija,12.8%,"$6,217.91",Mensual
210,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$90000000,70%,20 años,"$13,735.42",9.65%,Fija,12.7%,"$6,951.52",Mensual
211,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$100000000,70%,20 años,,9.65%,Fija,12.6%,"$7,685.13",Mensual
212,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$110000000,70%,20 años,"$16,632.62",9.65%,Fija,12.5%,"$8,418.75",Mensual
213,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$120000000,70%,20 años,"$18,081.22",9.65%,Fija,12.5%,"$9,152.36",Mensual
214,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$130000000,70%,20 años,"$19,529.84",9.65%,Fija,12.4%,"$9,885.98",Mensual
215,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$140000000,70%,20 años,,9.65%,Fija,12.4%,"$10,619.59",Mensual
216,Hipoteca Fuerte - Mejorar mi hipoteca con Remodelación,$150000000,70%,20 años,"$22,427.04",9.65%,Fija,12.3%,"$11,353.21",Mensual
217,Más por Menos - Construir,$50000000,50%,15 años,"$8,796.48",11.30%,Variable,15.9%,"$4,398.24",Mensual
218,Más por Menos - Construir,$60000000,50%,15 años,"$7,625.28",11.30%,Variable,16.2%,"$3,812.64",Mensual
219,Más por Menos - Construir,$70000000,50%,15 años,"$8,796.48",11.30%,Variable,15.9%,"$4,398.24",Mensual
220,Más por Menos - Construir,$80000000,50%,15 años,"$9,967.70",11.30%,Variable,15.7%,"$4,983.85",Mensual
221,Más por Menos - Construir,$90000000,50%,15 años,"$11,138.90",11.30%,Variable,15.6%,"$5,569.45",Mensual
222,Más por Menos - Construir,$100000000,50%,15 años,"$12,310.12",11.30%,Variable,15.5%,"$6,155.06",Mensual
223,Más por Menos - Construir,$110000000,50%,15 años,"$13,481.34",11.30%,Variable,15.3%,"$6,740.67",Mensual
224,Más por Menos - Construir,$120000000,50%,15 años,"$14,652.54",11.30%,Variable,15.3%,"$7,326.27",Mensual
225,Más por Menos - Construir,$130000000,50%,15 años,"$14,652.54",11.30%,Variable,15.3%,"$7,326.27",Mensual
226,Más por Menos - Construir,$140000000,50%,15 años,"$14,652.54",11.30%,Variable,15.3%,"$7,326.27",Mensual
227,Más por Menos - Construir,$150000000,50%,15 años,"$18,166.18",11.30%,Variable,15.1%,"$9,083.09",Mensual
228,Más por Menos - Construir,$160000000,50%,15 años,"$18,166.18",11.30%,Variable,15.1%,"$9,083.09",Mensual
229,Más por Menos - Construir,$50000000,50%,20 años,"$16,575.44",11.30%,Variable,14.8%,"$8,287.72",Mensual
230,Más por Menos - Construir,$60000000,50%,20 años,"$16,575.44",11.30%,Variable,14.8%,"$8,287.72",Mensual
231,Más por Menos - Construir,$70000000,50%,20 años,"$8,054.14",11.30%,Variable,15.6%,"$4,027.07",Mensual
232,Más por Menos - Construir,$80000000,50%,20 años,"$8,054.14",11.30%,Variable,15.6%,"$4,027.07",Mensual
233,Más por Menos - Construir,$90000000,50%,20 años,"$10,184.46",11.30%,Variable,15.3%,"$5,092.23",Mensual
234,Más por Menos - Construir,$100000000,50%,20 años,"$11,249.62",11.30%,Variable,15.2%,"$5,624.81",Mensual
235,Más por Menos - Construir,$110000000,50%,20 años,"$12,314.80",11.30%,Variable,15.1%,"$6,157.40",Mensual
236,Más por Menos - Construir,$120000000,50%,20 años,"$13,379.94",11.30%,Variable,15%,"$6,689.97",Mensual
237,Más por Menos - Construir,$130000000,50%,20 años,"$14,445.12",11.30%,Variable,15%,"$7,222.56",Mensual
238,Más por Menos - Construir,$140000000,50%,20 años,"$14,445.12",11.30%,Variable,15%,"$7,222.56",Mensual
239,Más por Menos - Construir,$150000000,50%,20 años,"$16,575.44",11.30%,Variable,14.9%,"$8,287.72",Mensual
240,Más por Menos - Construir,$160000000,50%,20 años,"$17,640.60",11.30%,Variable,14.8%,"$8,820.30",Mensual
241,Hipoteca Fuerte - Construir,$50000000,70%,5 años,"$16,262.72",9.90%,Fija,16.1%,"$8,210.47",Mensual
242,Hipoteca Fuerte - Construir,$60000000,70%,5 años,"$19,375.66",9.90%,Fija,15.7%,"$9,782.76",Mensual
243,Hipoteca Fuerte - Construir,$70000000,70%,5 años,"$22,488.62",9.90%,Fija,15.4%,"$11,355.06",Mensual
244,Hipoteca Fuerte - Construir,$80000000,70%,5 años,"$25,601.56",9.90%,Fija,15.2%,"$12,927.35",Mensual
245,Hipoteca Fuerte - Construir,$90000000,70%,5 años,"$28,714.52",9.90%,Fija,15%,"$14,499.65",Mensual
246,Hipoteca Fuerte - Construir,$100000000,70%,5 años,"$31,827.48",9.90%,Fija,14.9%,"$16,071.94",Mensual
247,Hipoteca Fuerte - Construir,$110000000,70%,5 años,"$34,940.42",9.90%,Fija,14.8%,"$17,644.23",Mensual
248,Hipoteca Fuerte - Construir,$120000000,70%,5 años,"$38,053.38",9.90%,Fija,14.7%,"$19,216.53",Mensual
249,Hipoteca Fuerte - Construir,$130000000,70%,5 años,"$41,166.30",9.90%,Fija,14.6%,"$20,788.82",Mensual
250,Hipoteca Fuerte - Construir,$140000000,70%,5 años,"$44,279.26",9.90%,Fija,14.5%,"$22,361.12",Mensual
251,Hipoteca Fuerte - Construir,$150000000,70%,5 años,"$47,392.20",9.90%,Fija,14.5%,"$23,933.41",Mensual
252,Hipoteca Fuerte - Construir,$160000000,70%,5 años,"$50,505.14",9.90%,Fija,14.4%,"$25,505.70",Mensual
253,Hipoteca Fuerte - Construir,$50000000,70%,10 años,"$10,566.00",9.90%,Fija,15.1%,"$5,371.86",Mensual
254,Hipoteca Fuerte - Construir,$60000000,70%,10 años,"$12,539.58",9.90%,Fija,14.8%,"$6,376.43",Mensual
255,Hipoteca Fuerte - Construir,$70000000,70%,10 años,"$14,513.20",9.90%,Fija,14.5%,"$7,381.01",Mensual
256,Hipoteca Fuerte - Construir,$80000000,70%,10 años,"$16,486.78",9.90%,Fija,14.3%,"$8,385.58",Mensual
257,Hipoteca Fuerte - Construir,$90000000,70%,10 años,,9.90%,Fija,14.2%,"$9,390.16",Mensual
258,Hipoteca Fuerte - Construir,$100000000,70%,10 años,"$20,434.00",9.90%,Fija,14.1%,"$10,394.74",Mensual
259,Hipoteca Fuerte - Construir,$110000000,70%,10 años,"$20,434.00",9.90%,Fija,14.1%,"$10,394.74",Mensual
260,Hipoteca Fuerte - Construir,$120000000,70%,10 años,"$24,381.20",9.90%,Fija,13.9%,"$12,403.89",Mensual
261,Hipoteca Fuerte - Construir,$130000000,70%,10 años,"$26,354.80",9.90%,Fija,13.8%,"$13,408.46",Mensual
262,Hipoteca Fuerte - Construir,$140000000,70%,10 años,"$26,354.80",9.90%,Fija,13.8%,"$13,408.46",Mensual
263,Hipoteca Fuerte - Construir,$150000000,70%,10 años,"$30,302.00",9.90%,Fija,13.7%,"$15,417.60",Mensual
264,Hipoteca Fuerte - Construir,$160000000,70%,10 años,"$32,275.58",9.90%,Fija,13.7%,"$16,422.17",Mensual
265,Hipoteca Fuerte - Construir,$50000000,70%,15 años,"$8,803.26",9.90%,Fija,14.6%,"$4,499.72",Mensual
266,Hipoteca Fuerte - Construir,$60000000,70%,15 años,"$10,424.32",9.90%,Fija,14.3%,"$5,329.86",Mensual
267,Hipoteca Fuerte - Construir,$70000000,70%,15 años,"$12,045.38",9.90%,Fija,14%,"$6,160.01",Mensual
268,Hipoteca Fuerte - Construir,$80000000,70%,15 años,"$13,666.42",9.90%,Fija,13.9%,"$6,990.15",Mensual
269,Hipoteca Fuerte - Construir,$90000000,70%,15 años,,9.90%,Fija,13.7%,"$7,820.30",Mensual
270,Hipoteca Fuerte - Construir,$100000000,70%,15 años,"$16,908.56",9.90%,Fija,13.6%,"$8,650.45",Mensual
271,Hipoteca Fuerte - Construir,$110000000,70%,15 años,,9.90%,Fija,13.5%,"$9,480.60",Mensual
272,Hipoteca Fuerte - Construir,$120000000,70%,15 años,"$20,150.66",9.90%,Fija,13.5%,"$10,310.75",Mensual
273,Hipoteca Fuerte - Construir,$130000000,70%,15 años,"$21,771.70",9.90%,Fija,13.4%,"$11,140.89",Mensual
274,Hipoteca Fuerte - Construir,$140000000,70%,15 años,"$21,771.70",9.90%,Fija,13.4%,"$11,140.89",Mensual
275,Hipoteca Fuerte - Construir,$150000000,70%,15 años,"$25,013.82",9.90%,Fija,13.3%,"$12,801.18",Mensual
276,Hipoteca Fuerte - Construir,$160000000,70%,15 años,"$26,634.86",9.90%,Fija,13.3%,"$13,631.32",Mensual
277,Hipoteca Fuerte - Construir,$50000000,70%,20 años,,9.90%,Fija,14.2%,"$4,112.92",Mensual
278,Hipoteca Fuerte - Construir,$60000000,70%,20 años,"$9,476.52",9.90%,Fija,14%,"$4,865.70",Mensual
279,Hipoteca Fuerte - Construir,$70000000,70%,20 años,"$8,222.44",9.45%,Fija,13.3%,"$4,111.22",Mensual
280,Hipoteca Fuerte - Construir,$80000000,90%,20 años,"$15,746.90",9.45%,Fija,12.8%,"$7,873.45",Mensual
281,Hipoteca Fuerte - Construir,$90000000,70%,20 años,"$13,865.80",9.45%,Fija,13%,"$6,932.90",Mensual
282,Hipoteca Fuerte - Construir,$100000000,70%,20 años,"$15,328.88",9.45%,Fija,12.9%,"$7,664.44",Mensual
283,Hipoteca Fuerte - Construir,$110000000,70%,20 años,"$16,791.96",9.45%,Fija,12.8%,"$8,395.98",Mensual
284,Hipoteca Fuerte - Construir,$120000000,70%,20 años,"$18,255.06",9.45%,Fija,12.7%,"$9,127.53",Mensual
285,Hipoteca Fuerte - Construir,$130000000,70%,20 años,"$8,222.44",9.45%,Fija,13.3%,"$4,111.22",Mensual
286,Hipoteca Fuerte - Construir,$140000000,70%,20 años,"$21,181.24",9.45%,Fija,12.6%,"$10,590.62",Mensual
287,Hipoteca Fuerte - Construir,$150000000,70%,20 años,"$22,644.32",9.45%,Fija,12.6%,"$11,322.16",Mensual
288,Hipoteca Fuerte - Construir,$160000000,70%,20 años,,9.45%,Fija,12.5%,"$12,053.70",Mensual
289,Más por Menos - Remodelar,$50000000,30%,15 años,"$8,222.44",9.45%,Variable,13.3%,"$4,111.22",Mensual
290,Más por Menos - Remodelar,$60000000,30%,15 años,"$4,814.38",11.30%,Variable,16.9%,"$2,407.19",Mensual
291,Más por Menos - Remodelar,$70000000,30%,15 años,"$5,517.08",11.30%,Variable,16.5%,"$2,758.54",Mensual
292,Más por Menos - Remodelar,$80000000,30%,15 años,"$6,219.82",11.30%,Variable,16.3%,"$3,109.91",Mensual
293,Más por Menos - Remodelar,$90000000,30%,15 años,"$6,922.52",11.30%,Variable,16%,"$3,461.26",Mensual
294,Más por Menos - Remodelar,$100000000,30%,15 años,"$7,625.28",11.30%,Variable,15.8%,"$3,812.64",Mensual
295,Más por Menos - Remodelar,$110000000,30%,15 años,"$8,328.02",11.30%,Variable,15.7%,"$4,164.01",Mensual
296,Más por Menos - Remodelar,$120000000,30%,15 años,"$8,222.44",9.45%,Variable,13.3%,"$4,111.22",Mensual
297,Más por Menos - Remodelar,$130000000,90%,15 años,"$28,004.34",11.30%,Variable,14.5%,"$14,002.17",Mensual
298,Más por Menos - Remodelar,$140000000,30%,15 años,"$10,436.16",11.30%,Variable,15.3%,"$5,218.08",Mensual
299,Más por Menos - Remodelar,$150000000,30%,15 años,"$11,138.90",11.30%,Variable,15.3%,"$5,569.45",Mensual
300,Más por Menos - Remodelar,$160000000,30%,15 años,"$11,841.66",11.30%,Variable,15.2%,"$5,920.83",Mensual
301,Más por Menos - Remodelar,$50000000,30%,20 años,"$3,793.50",11.30%,Variable,17%,"$1,896.75",Mensual
302,Más por Menos - Remodelar,$60000000,30%,20 años,"$4,432.60",11.30%,Variable,16.5%,"$2,216.30",Mensual
303,Más por Menos - Remodelar,$70000000,30%,20 años,"$5,071.68",11.30%,Variable,16.2%,"$2,535.84",Mensual
304,Más por Menos - Remodelar,$80000000,30%,20 años,"$5,710.78",11.30%,Variable,15.9%,"$2,855.39",Mensual
305,Más por Menos - Remodelar,$90000000,30%,20 años,"$5,710.78",11.30%,Variable,15.9%,"$2,855.39",Mensual
306,Más por Menos - Remodelar,$100000000,30%,20 años,"$6,988.98",11.30%,Variable,15.5%,"$3,494.49",Mensual
307,Más por Menos - Remodelar,$110000000,30%,20 años,"$7,628.08",11.30%,Variable,15.4%,"$3,814.04",Mensual
308,Más por Menos - Remodelar,$120000000,30%,20 años,"$8,267.16",11.30%,Variable,15.3%,"$4,133.58",Mensual
309,Más por Menos - Remodelar,$130000000,30%,20 años,"$8,906.26",11.30%,Variable,15.2%,"$4,453.13",Mensual
310,Más por Menos - Remodelar,$140000000,30%,20 años,"$9,545.34",11.30%,Variable,15.1%,"$4,772.67",Mensual
311,Más por Menos - Remodelar,$150000000,30%,20 años,"$10,184.46",11.30%,Variable,15%,"$5,092.23",Mensual
312,Más por Menos - Remodelar,$160000000,30%,20 años,"$10,823.58",11.30%,Variable,15%,"$5,411.79",Mensual
313,Hipoteca Fuerte - Remodelar,$50000000,30%,5 años,"$22,043.94",9.90%,Fija,14.8%,"$11,130.45",Mensual
314,Hipoteca Fuerte - Remodelar,$60000000,30%,5 años,"$8,702.72",9.90%,Fija,18%,"$4,392.05",Mensual
315,Hipoteca Fuerte - Remodelar,$70000000,30%,5 años,"$10,036.84",9.90%,Fija,17.4%,"$5,065.88",Mensual
316,Hipoteca Fuerte - Remodelar,$80000000,30%,5 años,"$11,370.96",9.90%,Fija,16.9%,"$5,739.72",Mensual
317,Hipoteca Fuerte - Remodelar,$90000000,30%,5 años,"$12,705.06",9.90%,Fija,16.5%,"$6,413.55",Mensual
318,Hipoteca Fuerte - Remodelar,$100000000,30%,5 años,"$14,039.20",9.90%,Fija,16.2%,"$7,087.41",Mensual
319,Hipoteca Fuerte - Remodelar,$110000000,30%,5 años,"$15,373.34",9.90%,Fija,15.9%,"$7,761.25",Mensual
320,Hipoteca Fuerte - Remodelar,$120000000,30%,5 años,"$16,707.44",9.90%,Fija,15.7%,"$8,435.08",Mensual
321,Hipoteca Fuerte - Remodelar,$130000000,30%,5 años,"$18,041.56",9.90%,Fija,15.5%,"$9,108.92",Mensual
322,Hipoteca Fuerte - Remodelar,$140000000,30%,5 años,"$19,375.66",9.90%,Fija,15.4%,"$9,782.76",Mensual
323,Hipoteca Fuerte - Remodelar,$150000000,30%,5 años,"$20,709.80",9.90%,Fija,15.2%,"$10,456.60",Mensual
324,Hipoteca Fuerte - Remodelar,$160000000,30%,5 años,"$22,043.94",9.90%,Fija,15.1%,"$11,130.45",Mensual
325,Hipoteca Fuerte - Remodelar,$50000000,30%,10 años,,9.90%,Fija,17.4%,"$2,501.66",Mensual
326,Hipoteca Fuerte - Remodelar,$60000000,30%,10 años,"$5,772.98",9.90%,Fija,16.7%,"$2,932.19",Mensual
327,Hipoteca Fuerte - Remodelar,$70000000,30%,10 años,"$6,618.80",9.90%,Fija,16.1%,"$3,362.72",Mensual
328,Hipoteca Fuerte - Remodelar,$80000000,30%,10 años,"$7,464.62",9.90%,Fija,15.7%,"$3,793.25",Mensual
329,Hipoteca Fuerte - Remodelar,$90000000,30%,10 años,"$8,310.44",9.90%,Fija,15.4%,"$4,223.77",Mensual
330,Hipoteca Fuerte - Remodelar,$100000000,30%,10 años,"$8,310.44",9.90%,Fija,15.4%,"$4,223.77",Mensual
331,Hipoteca Fuerte - Remodelar,$110000000,30%,10 años,"$10,002.12",9.90%,Fija,14.9%,"$5,084.85",Mensual
332,Hipoteca Fuerte - Remodelar,$120000000,30%,10 años,"$10,847.94",9.90%,Fija,14.7%,"$5,515.38",Mensual
333,Hipoteca Fuerte - Remodelar,$130000000,30%,10 años,"$11,693.76",9.90%,Fija,14.6%,"$5,945.91",Mensual
334,Hipoteca Fuerte - Remodelar,$140000000,30%,10 años,"$12,539.58",9.90%,Fija,14.4%,"$6,376.43",Mensual
335,Hipoteca Fuerte - Remodelar,$150000000,30%,10 años,"$12,539.58",9.90%,Fija,14.5%,"$6,376.43",Mensual
336,Hipoteca Fuerte - Remodelar,$160000000,30%,10 años,,9.90%,Fija,14.2%,"$7,237.51",Mensual
337,Hipoteca Fuerte - Remodelar,$50000000,30%,15 años,"$4,171.70",9.90%,Fija,16.6%,"$2,127.88",Mensual
338,Hipoteca Fuerte - Remodelar,$60000000,30%,15 años,"$4,866.44",9.90%,Fija,16%,"$2,483.66",Mensual
339,Hipoteca Fuerte - Remodelar,$70000000,30%,15 años,"$5,561.16",9.90%,Fija,15.5%,"$2,839.43",Mensual
340,Hipoteca Fuerte - Remodelar,$80000000,30%,15 años,"$6,255.90",9.90%,Fija,15.1%,"$3,195.21",Mensual
341,Hipoteca Fuerte - Remodelar,$90000000,30%,15 años,"$6,950.62",9.90%,Fija,14.8%,"$3,550.98",Mensual
342,Hipoteca Fuerte - Remodelar,$100000000,30%,15 años,"$7,645.38",9.90%,Fija,14.6%,"$3,906.77",Mensual
343,Hipoteca Fuerte - Remodelar,$110000000,30%,15 años,"$8,340.12",9.90%,Fija,14.4%,"$4,262.55",Mensual
344,Hipoteca Fuerte - Remodelar,$120000000,30%,15 años,"$8,340.12",9.90%,Fija,14.4%,"$4,262.55",Mensual
345,Hipoteca Fuerte - Remodelar,$130000000,30%,15 años,"$9,729.58",9.90%,Fija,14.1%,"$4,974.09",Mensual
346,Hipoteca Fuerte - Remodelar,$140000000,30%,15 años,"$10,424.32",9.90%,Fija,14%,"$5,329.86",Mensual
347,Hipoteca Fuerte - Remodelar,$150000000,30%,15 años,"$11,119.06",9.90%,Fija,13.9%,"$5,685.64",Mensual
348,Hipoteca Fuerte - Remodelar,$160000000,30%,15 años,"$11,119.06",9.90%,Fija,13.9%,"$5,685.64",Mensual
349,Hipoteca Fuerte - Remodelar,$50000000,30%,20 años,"$10,103.56",9.90%,Fija,13.5%,"$5,188.32",Mensual
350,Hipoteca Fuerte - Remodelar,$60000000,30%,20 años,"$4,460.24",9.90%,Fija,15.5%,"$2,284.74",Mensual
351,Hipoteca Fuerte - Remodelar,$70000000,30%,20 años,"$5,087.26",9.90%,Fija,15.1%,"$2,607.35",Mensual
352,Hipoteca Fuerte - Remodelar,$80000000,30%,20 años,"$5,714.30",9.90%,Fija,14.7%,"$2,929.97",Mensual
353,Hipoteca Fuerte - Remodelar,$90000000,30%,20 años,"$6,341.32",9.90%,Fija,14.5%,"$3,252.59",Mensual
354,Hipoteca Fuerte - Remodelar,$100000000,30%,20 años,"$6,341.32",9.90%,Fija,14.5%,"$3,252.59",Mensual
355,Hipoteca Fuerte - Remodelar,$110000000,30%,20 años,"$7,595.42",9.90%,Fija,14%,"$3,897.85",Mensual
356,Hipoteca Fuerte - Remodelar,$120000000,30%,20 años,"$8,222.44",9.90%,Fija,13.9%,"$4,220.46",Mensual
357,Hipoteca Fuerte - Remodelar,$130000000,30%,20 años,"$8,849.50",9.90%,Fija,13.8%,"$4,543.09",Mensual
358,Hipoteca Fuerte - Remodelar,$140000000,30%,20 años,"$9,476.52",9.90%,Fija,13.7%,"$4,865.70",Mensual
359,Hipoteca Fuerte - Remodelar,$150000000,30%,20 años,"$10,103.56",9.90%,Fija,13.6%,"$5,188.32",Mensual
360,Hipoteca Fuerte - Remodelar,$160000000,30%,20 años,"$10,730.62",9.90%,Fija,13.5%,"$5,510.96",Mensual
361,Más por Menos - Terreno más construcción,$80000000,85%,15 años,"$20,658.13",11.30%,Variable,15.1%,"$8,263.25",Mensual
362,Más por Menos - Terreno más construcción,$90000000,85%,15 años,"$23,146.93",11.30%,Variable,15%,"$9,258.77",Mensual
363,Más por Menos - Terreno más construcción,$100000000,85%,15 años,"$25,635.75",11.30%,Variable,15%,"$10,254.30",Mensual
364,Más por Menos - Terreno más construcción,$110000000,85%,15 años,"$28,124.58",11.30%,Variable,14.9%,"$11,249.83",Mensual
365,Más por Menos - Terreno más construcción,$120000000,85%,15 años,"$30,613.40",11.30%,Variable,14.8%,"$12,245.36",Mensual
366,Más por Menos - Terreno más construcción,$130000000,85%,15 años,"$33,102.25",11.30%,Variable,14.8%,"$13,240.90",Mensual
367,Más por Menos - Terreno más construcción,$140000000,85%,15 años,"$35,591.08",11.30%,Variable,14.8%,"$14,236.43",Mensual
368,Más por Menos - Terreno más construcción,$150000000,85%,15 años,"$38,079.90",11.30%,Variable,14.7%,"$15,231.96",Mensual
369,Más por Menos - Terreno más construcción,$160000000,85%,15 años,"$40,568.70",11.30%,Variable,14.7%,"$16,227.48",Mensual
370,Más por Menos - Terreno más construcción,$170000000,85%,15 años,"$43,057.53",11.30%,Variable,14.7%,"$17,223.01",Mensual
371,Más por Menos - Terreno más construcción,$180000000,85%,15 años,"$45,546.38",11.30%,Variable,14.7%,"$18,218.55",Mensual
372,Más por Menos - Terreno más construcción,$190000000,85%,15 años,"$45,546.38",11.30%,Variable,14.7%,"$18,218.55",Mensual
373,Más por Menos - Terreno más construcción,$80000000,85%,20 años,"$18,855.28",11.30%,Variable,14.9%,"$7,542.11",Mensual
374,Más por Menos - Terreno más construcción,$90000000,85%,20 años,"$21,118.73",11.30%,Variable,14.8%,"$8,447.49",Mensual
375,Más por Menos - Terreno más construcción,$100000000,85%,20 años,"$23,382.20",11.30%,Variable,14.7%,"$9,352.88",Mensual
376,Más por Menos - Terreno más construcción,$110000000,85%,20 años,"$25,645.65",11.30%,Variable,14.7%,"$10,258.26",Mensual
377,Más por Menos - Terreno más construcción,$120000000,85%,20 años,"$27,909.13",11.30%,Variable,14.6%,"$11,163.65",Mensual
378,Más por Menos - Terreno más construcción,$130000000,85%,20 años,"$30,172.63",11.30%,Variable,14.6%,"$12,069.05",Mensual
379,Más por Menos - Terreno más construcción,$140000000,85%,20 años,"$32,436.08",11.30%,Variable,14.6%,"$12,974.43",Mensual
380,Más por Menos - Terreno más construcción,$150000000,85%,20 años,"$34,699.55",11.30%,Variable,14.5%,"$13,879.82",Mensual
381,Más por Menos - Terreno más construcción,$160000000,85%,20 años,"$36,963.00",11.30%,Variable,14.5%,"$14,785.20",Mensual
382,Más por Menos - Terreno más construcción,$170000000,85%,20 años,"$39,226.48",11.30%,Variable,14.5%,"$15,690.59",Mensual
383,Más por Menos - Terreno más construcción,$180000000,85%,20 años,"$41,489.95",11.30%,Variable,14.5%,"$16,595.98",Mensual
384,Más por Menos - Terreno más construcción,$190000000,85%,20 años,"$43,753.45",11.30%,Variable,14.5%,"$17,501.38",Mensual
385,Hipoteca Fuerte - Terreno más construcción,$80000000,85%,5 años,"$38,672.58",9.90%,Fija,14.8%,"$15,622.72",Mensual
386,Hipoteca Fuerte - Terreno más construcción,$90000000,85%,5 años,"$43,397.58",9.90%,Fija,14.7%,"$17,531.93",Mensual
387,Hipoteca Fuerte - Terreno más construcción,$100000000,85%,5 años,"$48,122.58",9.90%,Fija,14.6%,"$19,441.14",Mensual
388,Hipoteca Fuerte - Terreno más construcción,$110000000,85%,5 años,"$52,847.58",9.90%,Fija,14.5%,"$21,350.35",Mensual
389,Hipoteca Fuerte - Terreno más construcción,$120000000,85%,5 años,"$57,572.60",9.90%,Fija,14.4%,"$23,259.57",Mensual
390,Hipoteca Fuerte - Terreno más construcción,$130000000,85%,5 años,"$62,297.63",9.90%,Fija,14.3%,"$25,168.79",Mensual
391,Hipoteca Fuerte - Terreno más construcción,$140000000,85%,5 años,"$67,022.63",9.90%,Fija,14.3%,"$27,078.00",Mensual
392,Hipoteca Fuerte - Terreno más construcción,$150000000,85%,5 años,"$71,747.63",9.90%,Fija,14.2%,"$28,987.21",Mensual
393,Hipoteca Fuerte - Terreno más construcción,$160000000,85%,5 años,"$8,222.44",9.45%,Fija,13.3%,"$4,111.22",Mensual
394,Hipoteca Fuerte - Terreno más construcción,$170000000,85%,5 años,"$81,197.63",9.45%,Fija,13.6%,"$32,479.05",Mensual
395,Hipoteca Fuerte - Terreno más construcción,$180000000,85%,5 años,"$85,922.65",9.45%,Fija,13.6%,"$34,369.06",Mensual
396,Hipoteca Fuerte - Terreno más construcción,$190000000,85%,5 años,"$90,647.68",9.45%,Fija,13.6%,"$36,259.07",Mensual
397,Hipoteca Fuerte - Terreno más construcción,$80000000,85%,10 años,,9.45%,Fija,13.6%,"$9,935.06",Mensual
398,Hipoteca Fuerte - Terreno más construcción,$90000000,85%,10 años,"$27,833.28",9.45%,Fija,13.4%,"$11,133.31",Mensual
399,Hipoteca Fuerte - Terreno más construcción,$100000000,85%,10 años,"$30,828.90",9.45%,Fija,13.3%,"$12,331.56",Mensual
400,Hipoteca Fuerte - Terreno más construcción,$110000000,85%,10 años,"$33,824.55",9.45%,Fija,13.2%,"$13,529.82",Mensual
401,Hipoteca Fuerte - Terreno más construcción,$120000000,85%,10 años,"$36,820.20",9.45%,Fija,13.2%,"$14,728.08",Mensual
402,Hipoteca Fuerte - Terreno más construcción,$130000000,85%,10 años,"$39,815.85",9.45%,Fija,13.1%,"$15,926.34",Mensual
403,Hipoteca Fuerte - Terreno más construcción,$140000000,85%,10 años,"$42,811.50",9.45%,Fija,13.1%,"$17,124.60",Mensual
