Fecha,Producto,Esquema,Plazo,Tasa,Aforo,Destino,Gastos notariales,Gastos Iniciales,Enganche,CAT,Comision,Avaluo,Pago
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.9% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 13.3% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.4% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.8% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 13.2% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.2% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.6% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 13.0% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.1% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.5% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.9% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.0% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.5% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.9% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.4% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 10.50
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.59%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.3% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.9% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 10.74
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.99%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.7% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.40
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 13.3% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 10.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  10.35%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 13.1% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.62
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.3% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 10.50
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.59%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.2% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.8% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 10.74
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.99%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.7% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.40
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 13.2% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 10.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  10.35%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 13.1% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.62
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.1% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 10.50
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.59%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.0% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.6% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 10.74
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.99%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.5% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.40
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 13.0% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 10.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  10.35%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.9% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.62
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.1% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 10.50
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.59%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.0% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.5% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 10.74
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.99%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.4% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.40
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.9% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 10.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  10.35%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.8% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.62
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.0% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 10.50
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.59%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 11.9% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.4% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 10.74
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.99%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.4% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.40
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.8% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 10.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  10.35%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.8% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.62
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.7% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.64
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.99%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 12.6% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 13.1% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.88
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  10.35%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 13.0% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 9.28
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 14.5% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 10.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  11.59%,70%,Comprar tu Casa," $ 70,000.00"," $ 402,048.78"," $ 300,000.00", 14.4% Sin Iva. Informativo.," $ 7,220.78"," $ 2,750.00", $ 10.10
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.6% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.64
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.99%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 12.6% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 13.0% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.88
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  10.35%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 13.0% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 9.28
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 14.4% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 10.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  11.59%,75%,Comprar tu Casa," $ 70,000.00"," $ 354,141.55"," $ 250,000.00", 14.4% Sin Iva. Informativo.," $ 7,736.55"," $ 2,750.00", $ 10.10
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.4% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.64
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.99%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.4% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.8% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.88
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  10.35%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 12.8% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 9.28
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 14.2% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 10.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  11.59%,80%,Comprar tu Casa," $ 70,000.00"," $ 280,750.00"," $ 200,000.00", 14.2% Sin Iva. Informativo.," $ 8,000.00"," $ 2,750.00", $ 10.10
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.4% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.64
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.99%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.3% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.8% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.88
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  10.35%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 12.7% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 9.28
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 14.2% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 10.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  11.59%,85%,Comprar tu Casa," $ 70,000.00"," $ 231,250.00"," $ 150,000.00", 14.1% Sin Iva. Informativo.," $ 8,500.00"," $ 2,750.00", $ 10.10
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.3% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.64
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.99%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.3% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.7% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.88
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  10.35%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 12.7% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 9.28
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 14.1% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 10.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  11.59%,90%,Comprar tu Casa," $ 70,000.00"," $ 181,750.00"," $ 100,000.00", 14.1% Sin Iva. Informativo.," $ 9,000.00"," $ 2,750.00", $ 10.10
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.7% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 16.52
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.6% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 15.09
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.5% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 14.00
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.5% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 13.13
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.4% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 12.44
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.4% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 11.86
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.3% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 11.39
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.3% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 10.99
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.3% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 10.65
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.2% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 9.33
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.2% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 9.55
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.85%,Null,Cambiar tu hipoteca a Santander," $ 70,000.00"," $ 81,320.00",NULL, 12.1% Sin Iva. Informativo.," $ 9,000.00"," $ 2,320.00", $ 8.95
 11/07/2019, Adquisición de Terreno, Tasa Fija y Pagos Fijos, 10,  13.34%,Null,Comprar un terreno," $ 70,000.00"," $ 594,502.93"," $ 500,000.00", 16.7% Sin Iva. Informativo.," $ 5,982.93"," $ 2,750.00", $ 15.13
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.9% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 18.32
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.3% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 18.52
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.7% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 18.70
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.8% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 16.39
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.2% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 16.60
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.6% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 16.78
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.7% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 14.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.1% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 15.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.5% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 15.36
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.6% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 13.86
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.1% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 14.07
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.5% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 14.27
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.6% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 12.99
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.0% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 13.21
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.4% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 13.41
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.5% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 12.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.9% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 12.51
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.3% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 12.72
